ID,Brand,Name,Purchase,Retail,current,Unit,Variant,Code,Barcode,category,Description ,image path
269,CADBURY,CADBURY DAIRY MILK SILK GANACHE 146G,147.55,195,195,146G,SILK BUBBLY,4859,7.6222E+12,5,Product CADBURY DAIRY MILK SILK GANACHE 146G variant SILK BUBBLY unit 146G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK GANACHE 146G.png
270,CADBURY,CADBURY DAIRY MILK SILK GANACHE 58G,83.23,110,110,58G,SILK BUBBLY,4863,7.6222E+12,5,Product CADBURY DAIRY MILK SILK GANACHE 58G variant SILK BUBBLY unit 58G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK GANACHE 58G.png
271,CADBURY,CADBURY DAIRY MILK SILK HAZELNUT 143G,147.55,195,195,143G,HAZELNUT,4868,7.6222E+12,5,Product CADBURY DAIRY MILK SILK HAZELNUT 143G variant HAZELNUT unit 143G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK HAZELNUT 143G.png
272,CADBURY,CADBURY DAIRY MILK SILK HEART BLUSH 144G,143.76,190,190,13.2G,DAIRY MILK 13.2G,4875,7.6222E+12,5,Product CADBURY DAIRY MILK SILK HEART BLUSH 144G variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK HEART BLUSH 144G.png
273,CADBURY,CADBURY DAIRY MILK SILK MINIS,154.18,200,200,13.2G,DAIRY MILK 13.2G,4877,8.90123E+12,5,Product CADBURY DAIRY MILK SILK MINIS variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK MINIS.png
274,CADBURY,CADBURY DAIRY MILK SILK MOUSSE,166.46,220,220,116G,DAIRY MILK SILK MOUSSE 116G,4878,7.6222E+12,5,Product CADBURY DAIRY MILK SILK MOUSSE variant DAIRY MILK SILK MOUSSE 116G unit 116G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK MOUSSE.png
275,CADBURY,CADBURY DAIRY MILK SILK OREO 130G,132.42,175,175,60G,DAIRY MILK OREO 60G,4880,7.6222E+12,5,Product CADBURY DAIRY MILK SILK OREO 130G variant DAIRY MILK OREO 60G unit 60G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK OREO 130G.png
276,CADBURY,CADBURY DAIRY MILK SILK ROAST ALMOND 52G,68.1,90,90,52G,SILK ROAST ALMOND,4889,7.6222E+12,5,Product CADBURY DAIRY MILK SILK ROAST ALMOND 52G variant SILK ROAST ALMOND unit 52G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SILK ROAST ALMOND 52G.png
277,CADBURY,CADBURY DAIRY MILK SLK CHCLTE 60G,60.53,80,80,60G,DAIRY MILK SLK CHCLTE 60G,4902,8.90123E+12,5,Product CADBURY DAIRY MILK SLK CHCLTE 60G variant DAIRY MILK SLK CHCLTE 60G unit 60G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SLK CHCLTE 60G.png
278,CADBURY,CADBURY DAIRY MILK SLK FRT NT 50G,75.67,100,100,50G,DAIRY MILK SLK FRT NT 50G,4903,7.6222E+12,5,Product CADBURY DAIRY MILK SLK FRT NT 50G variant DAIRY MILK SLK FRT NT 50G unit 50G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK SLK FRT NT 50G.png
279,CADBURY,CADBURY DAIRY MILK.,49.11,95,100,13.2G,DAIRY MILK 13.2G,4930,7.6222E+12,5,Product CADBURY DAIRY MILK. variant DAIRY MILK 13.2G unit 13.2G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRY MILK..png
280,CADBURY,CADBURY DAIRYMILK CRISPELLO 35G,34.05,45,45,35G,CRISPELLO,4934,7.6222E+12,5,Product CADBURY DAIRYMILK CRISPELLO 35G variant CRISPELLO unit 35G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DAIRYMILK CRISPELLO 35G.png
281,CADBURY,CADBURY DARY MILK SILK SPECIAL,71.88,95,95,,SILK SPECIAL,4935,7.6222E+12,5,Product CADBURY DARY MILK SILK SPECIAL variant SILK SPECIAL from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DARY MILK SILK SPECIAL.png
282,CADBURY,CADBURY DM CARAMELLO,211.86,350,370,,CARAMEL,4936,7.6223E+12,5,Product CADBURY DM CARAMELLO variant CARAMEL from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY DM CARAMELLO.png
283,CADBURY,CADBURY FLAKE BAR,51.91,100,120,,FLAKE,4940,50312351,5,Product CADBURY FLAKE BAR variant FLAKE from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY FLAKE BAR.png
284,CADBURY,CADBURY FUSE 24G,15.14,20,20,24G,FUN CANDY,4944,7.6222E+12,5,Product CADBURY FUSE 24G variant FUN CANDY unit 24G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY FUSE 24G.png
285,CADBURY,CADBURY FUSE ALMONDS & PEANUTS,37.83,50,50,,FUJI APPLE,4953,7.6222E+12,5,Product CADBURY FUSE ALMONDS & PEANUTS variant FUJI APPLE from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY FUSE ALMONDS & PEANUTS.png
286,CADBURY,CADBURY FUSE CRANBERRIES & NUTS,37.83,50,50,130G,CRANBERRIES 130G,4954,7.6222E+12,5,Product CADBURY FUSE CRANBERRIES & NUTS variant CRANBERRIES 130G unit 130G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY FUSE CRANBERRIES & NUTS.png
287,CADBURY,CADBURY FUSE MINI TREATS 7U,90.8,120,120,,MINI,4955,7.6222E+12,5,Product CADBURY FUSE MINI TREATS 7U variant MINI from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY FUSE MINI TREATS 7U.png
288,CADBURY,CADBURY GEMS,7.71,10,10,,GEMS,4956,7.6222E+12,5,Product CADBURY GEMS variant GEMS from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY GEMS.png
289,CADBURY,CADBURY OREO CHOCO CREAM 108.55G,23.12,30,30,120G,OREO CHOCO CREAM 120G,4978,7.6222E+12,5,Product CADBURY OREO CHOCO CREAM 108.55G variant OREO CHOCO CREAM 120G unit 120G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY OREO CHOCO CREAM 108.55G.png
290,CADBURY,CADBURY OREO ORGNAL VANLA 120G,23.12,30,30,120G,OREO ORGNAL VANLA 120G,4995,7.6222E+12,5,Product CADBURY OREO ORGNAL VANLA 120G variant OREO ORGNAL VANLA 120G unit 120G from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY OREO ORGNAL VANLA 120G.png
291,CADBURY,CADBURY PERK 10,7.7,10,10,,PERK 10,5015,7.6222E+12,5,Product CADBURY PERK 10 variant PERK 10 from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY PERK 10.png
292,CADBURY,CADBURY TEMPATATION ALMND,90.8,120,120,,TEMPATATION ALMND,5044,7.6222E+12,5,Product CADBURY TEMPATATION ALMND variant TEMPATATION ALMND from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY TEMPATATION ALMND.png
293,CADBURY,CADBURY TEMPTATION RUM & RAISINS,98.36,130,130,,TEMPTATION RM RAIS,5049,7.6222E+12,5,Product CADBURY TEMPATATION ALMND variant TEMPATATION ALMND from brand CADBURY.,/home/ubuntu/upload/unzipped_products/Final_Products/CADBURY TEMPTATION RUM & RAISINS.png
294,CETAPHIL,CETAPHIL BABY CALENDULA DAILY LOTION 400ML,1016.31,1519,1599,400ML,BABY LOTION,5450,7.6402E+12,7,Product CETAPHIL BABY CALENDULA DAILY LOTION 400ML variant BABY LOTION unit 400ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL BABY CALENDULA DAILY LOTION 400ML.png
295,CETAPHIL,CETAPHIL BABY DAILY LOTION 400ML,552.97,825,870,400ML,BABY CREAM,5451,9.31864E+12,7,Product CETAPHIL BABY DAILY LOTION 400ML variant BABY CREAM unit 400ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL BABY DAILY LOTION 400ML.png
296,CETAPHIL,CETAPHIL BABY DIAPER CREAM 70G,285.38,427,449,70G,DIAPER RASH CREAM,5453,7.6402E+12,7,Product CETAPHIL BABY DIAPER CREAM 70G variant DIAPER RASH CREAM unit 70G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL BABY DIAPER CREAM 70G.png
297,CETAPHIL,CETAPHIL BABY MILD BAR 100G,151.27,226,238,100G,BAR,5455,8.90403E+12,8,Product CETAPHIL BABY MILD BAR 100G variant BAR unit 100G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL BABY MILD BAR 100G.png
298,CETAPHIL,CETAPHIL BABY SHAMPOO 200GM,520.55,778,819,200GM,BABY SHAMPOO 200GM,5456,9.31864E+12,7,Product CETAPHIL BABY SHAMPOO 200GM variant BABY SHAMPOO 200GM unit 200GM from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL BABY SHAMPOO 200GM.png
299,CETAPHIL,CETAPHIL BABY WITH ORGANIC CALENDULA 85G,437.92,655,689,85G,BABY CREAM,5457,7.6402E+12,7,Product CETAPHIL BABY WITH ORGANIC CALENDULA 85G variant BABY CREAM unit 85G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL BABY WITH ORGANIC CALENDULA 85G.png
300,CETAPHIL,CETAPHIL BRIGHT HEALTHY RADIANCE  CLEANSER 100G,540.25,808,850,100G,BRIGHT BEAUTY,5458,3.49932E+12,8,Product CETAPHIL BRIGHT HEALTHY RADIANCE CLEANSER 100G variant BRIGHT BEAUTY unit 100G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL BRIGHT HEALTHY RADIANCE  CLEANSER 100G.png
301,CETAPHIL,CETAPHIL BRIGHT HEALTHY RADIANCE CREAM 50G,676.44,1026,1080,50G,BRIGHT BEAUTY,5459,3.49932E+12,7,Product CETAPHIL BRIGHT HEALTHY RADIANCE CREAM 50G variant BRIGHT BEAUTY unit 50G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL BRIGHT HEALTHY RADIANCE CREAM 50G.png
302,CETAPHIL,CETAPHIL BRIGHT HEALTHY RADIANCE CREAMY CLEANSER 100G,444.91,665,700,100G,BRIGHT BEAUTY,5460,3.49932E+12,7,Product CETAPHIL BRIGHT HEALTHY RADIANCE CREAMY CLEANSER 100G variant BRIGHT BEAUTY unit 100G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL BRIGHT HEALTHY RADIANCE CREAMY CLEANSER 100G.png
303,CETAPHIL,CETAPHIL CLEANSING & MOISTURISING BAR 100G,143.01,214,225,100G,BAR,5461,8.90403E+12,8,Product CETAPHIL CLEANSING & MOISTURISING BAR 100G variant BAR unit 100G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL CLEANSING & MOISTURISING BAR 100G.png
304,CETAPHIL,CETAPHIL DAILY EXFOLIATING CLEANSER 178ML,591.1,880,930,178ML,CLEANSER,5462,9.31864E+12,8,Product CETAPHIL DAILY EXFOLIATING CLEANSER 178ML variant CLEANSER unit 178ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL DAILY EXFOLIATING CLEANSER 178ML.png
305,CETAPHIL,CETAPHIL DAM DAILY ADVANCE ULTRA HYDRATING LOTION 100G,412.5,617,649,100G,ULTRA GEL,5463,8.90601E+12,7,Product CETAPHIL DAM DAILY ADVANCE ULTRA HYDRATING LOTION 100G variant ULTRA GEL unit 100G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL DAM DAILY ADVANCE ULTRA HYDRATING LOTION 100G.png
306,CETAPHIL,CETAPHIL DAM DAILY ADVANCE ULTRA HYDRATING LOTION 30G,177.33,265,279,30G,DAILY MAIL 2,5465,8.90601E+12,7,Product CETAPHIL DAM DAILY ADVANCE ULTRA HYDRATING LOTION 100G variant ULTRA GEL unit 100G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL DAM DAILY ADVANCE ULTRA HYDRATING LOTION 30G.png
307,CETAPHIL,CETAPHIL GENTLE SKIN CLEANSER 125ML,272.67,408,429,125ML,GENTLE WASH,5467,8.90601E+12,7,Product CETAPHIL GENTLE SKIN CLEANSER 125ML variant GENTLE WASH unit 125ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL GENTLE SKIN CLEANSER 125ML.png
308,CETAPHIL,CETAPHIL GENTLE SKIN CLEANSER 250ML,488.77,731,769,250ML,GENTLE WASH,5469,8.90601E+12,7,Product CETAPHIL GENTLE SKIN CLEANSER 250ML variant GENTLE WASH unit 250ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL GENTLE SKIN CLEANSER 250ML.png
309,CETAPHIL,CETAPHIL GENTLE WASH & SHAMPOO 230ML,483.06,720,760,230ML,GENTLE WASH,5471,9.31864E+12,7,Product CETAPHIL GENTLE WASH & SHAMPOO 230ML variant GENTLE WASH unit 230ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL GENTLE WASH & SHAMPOO 230ML.png
310,CETAPHIL,CETAPHIL HYDRATED SKIN TWIN PACK 60ML+60ML,348.31,521,548,60ML,SKIN BRUSH,5473,8.90612E+12,8,Product CETAPHIL HYDRATED SKIN TWIN PACK 60ML+60ML variant SKIN BRUSH unit 60ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL HYDRATED SKIN TWIN PACK 60ML+60ML.png
311,CETAPHIL,CETAPHIL MOISTURISING CREAM 250G,857.42,1282,1349,250G,MOISTURISING LOTION,5474,8.90601E+12,7,Product CETAPHIL MOISTURISING CREAM 250G variant MOISTURISING LOTION unit 250G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL MOISTURISING CREAM 250G.png
312,CETAPHIL,CETAPHIL MOISTURISING CREAM 80G,399.79,598,629,80G,MOISTURISING LOTION,5476,8.90601E+12,7,Product CETAPHIL MOISTURISING CREAM 80G variant MOISTURISING LOTION unit 80G from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL MOISTURISING CREAM 80G.png
313,CETAPHIL,CETAPHIL MOISTURISING LOTION 250ML,762.1,1139,1199,250ML,MOISTURISING LOTION,5477,8.90601E+12,7,Product CETAPHIL MOISTURISING LOTION 250ML variant MOISTURISING LOTION unit 250ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL MOISTURISING LOTION 250ML.png
314,CETAPHIL,CETAPHIL MOISTURISING LOTION 500ML,1048.1,1567,1649,500ML,MOISTURISING LOTION,5478,8.90601E+12,7,Product CETAPHIL MOISTURISING LOTION 500ML variant MOISTURISING LOTION unit 500ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL MOISTURISING LOTION 500ML.png
315,CETAPHIL,CETAPHIL MOISTURIZING LOTION 100ML,365.47,546,575,100ML,MOISTURIZING,5479,8.90601E+12,7,Product CETAPHIL MOISTURIZING LOTION 100ML variant MOISTURIZING unit 100ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL MOISTURIZING LOTION 100ML.png
316,CETAPHIL,CETAPHIL SPF 50 LIGHT GEL 50ML,751.27,1120,1182,50ML,LIGHT BADAM,5488,3.49932E+12,8,Product CETAPHIL SPF 50 LIGHT GEL 50ML variant LIGHT BADAM unit 50ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL SPF 50 LIGHT GEL 50ML.png
317,CETAPHIL,CETAPHIL SUN SPF 30 LIGHT GEL 100ML,834.54,1247,1313,100ML,LIGHT BADAM,5489,3.49932E+12,8,Product CETAPHIL SUN SPF 30 LIGHT GEL 100ML variant LIGHT BADAM unit 100ML from brand CETAPHIL.,/home/ubuntu/upload/unzipped_products/Final_Products/CETAPHIL SUN SPF 30 LIGHT GEL 100ML.png
318,CLINIC PLUS,CLINIC PLUS ANTI DANDRUFF SHP 80ML,53.93,70,70,100ML,ANTI DANDRUF SHAMPOO 100ML,6379,8.90103E+12,7,Product CLINIC PLUS ANTI DANDRUFF SHP 80ML variant ANTI DANDRUF SHAMPOO 100ML unit 100ML from brand CLINIC PLUS.,/home/ubuntu/upload/unzipped_products/Final_Products/CLINIC PLUS ANTI DANDRUFF SHP 80ML.png
319,CLINIC PLUS,CLINIC PLUS EGG WITH PROTEIN 175ML,86.29,110,112,175ML,EGG WITH PROTEIN,6390,8.90103E+12,7,Product CLINIC PLUS EGG WITH PROTEIN 175ML variant EGG WITH PROTEIN unit 175ML from brand CLINIC PLUS.,/home/ubuntu/upload/unzipped_products/Final_Products/CLINIC PLUS EGG WITH PROTEIN 175ML.png
320,CLINIC PLUS,CLINIC PLUS EGG WITH PROTEIN 340M,153.31,196,199,,EGG WITH PROTEIN,6393,8.90103E+12,7,Product CLINIC PLUS EGG WITH PROTEIN 340M variant EGG WITH PROTEIN from brand CLINIC PLUS.,/home/ubuntu/upload/unzipped_products/Final_Products/CLINIC PLUS EGG WITH PROTEIN 340M.png
321,CLINIC PLUS,CLINIC PLUS EGG WITH PROTEIN 355ML,177.2,230,230,355ML,EGG WITH PROTEIN,6394,8.90103E+12,7,Product CLINIC PLUS EGG WITH PROTEIN 355ML variant EGG WITH PROTEIN unit 355ML from brand CLINIC PLUS.,/home/ubuntu/upload/unzipped_products/Final_Products/CLINIC PLUS EGG WITH PROTEIN 355ML.png
322,CLOSE UP,CLOSE UP PASTE,70.88,90,92,,PASTE,6426,8.90103E+12,7,Product CLOSE UP PASTE variant PASTE from brand CLOSE UP.,/home/ubuntu/upload/unzipped_products/Final_Products/CLOSE UP PASTE.png
323,CLOSE UP,CLOSE UP TOOTH PASTE 10,7.37,10,10,,TOOTH PASTE,6444,8.90103E+12,7,Product CLOSE UP TOOTH PASTE 10 variant TOOTH PASTE from brand CLOSE UP.,/home/ubuntu/upload/unzipped_products/Final_Products/CLOSE UP TOOTH PASTE 10.png
324,CLOSE UP,CLOSE UP TOOTH PASTE 48G,15.41,20,20,48G,TOOTH BRUSH,6445,8.90103E+12,7,Product CLOSE UP TOOTH PASTE 48G variant TOOTH BRUSH unit 48G from brand CLOSE UP.,/home/ubuntu/upload/unzipped_products/Final_Products/CLOSE UP TOOTH PASTE 48G.png
325,COCA COLA,COCA COLA COCACOLA,26.91,40,40,,COCACOLA,6498,8.90176E+12,2,Product COCA COLA COCACOLA variant COCACOLA from brand COCA COLA.,/home/ubuntu/upload/unzipped_products/Final_Products/COCA COLA COCACOLA.png
326,COCA COLA,COCA COLA COCACOLA TIN,26.89,40,40,,COCACOLA,6500,8.90176E+12,2,Product COCA COLA COCACOLA TIN variant COCACOLA from brand COCA COLA.,/home/ubuntu/upload/unzipped_products/Final_Products/COCA COLA COCACOLA TIN.png
327,COCA COLA,COCA COLA COKEZERO,26.89,40,40,,COKEZERO,6504,8.90176E+12,2,Product COCA COLA COKEZERO variant COKEZERO from brand COCA COLA.,/home/ubuntu/upload/unzipped_products/Final_Products/COCA COLA COKEZERO.png
328,COCA COLA,COCA COLA FANTA APPLE 250ML,12.88,20,20,250ML,FANTA,6505,8.90176E+12,2,Product COCA COLA FANTA APPLE 250ML variant FANTA unit 250ML from brand COCA COLA.,/home/ubuntu/upload/unzipped_products/Final_Products/COCA COLA FANTA APPLE 250ML.png
329,COCA COLA,COCA COLA KOK 250ML,12.89,20,20,250ML,KOK 250ML,6506,8.90176E+12,2,Product COCA COLA KOK 250ML variant KOK 250ML unit 250ML from brand COCA COLA.,/home/ubuntu/upload/unzipped_products/Final_Products/COCA COLA KOK 250ML.png
330,COCA COLA,COCA COLA RIM ZIM 600ML,28.13,30,30,600ML,RIM ZIM,6510,8.90176E+12,2,Product COCA COLA SPRITE variant SPRITE from brand COCA COLA.,/home/ubuntu/upload/unzipped_products/Final_Products/COCA COLA RIM ZIM 600ML.png
331,COCA COLA,COCA COLA SPRITE,33.66,50,50,,SPRITE,6511,8.90176E+12,2,Product COCA COLA ZERO SUGAR 250ML variant ZERO ADDED FAT unit 250ML from brand COCA COLA.,/home/ubuntu/upload/unzipped_products/Final_Products/COCA COLA SPRITE.png
332,COCA COLA,COCA COLA ZERO SUGAR 250ML,12.89,20,20,250ML,ZERO ADDED FAT,6514,8.90176E+12,2,Product COCA COLA ZERO SUGAR 320ML variant ZERO SUGAR unit 320ML from brand COCA COLA.,/home/ubuntu/upload/unzipped_products/Final_Products/COCA COLA ZERO SUGAR 250ML.png
333,COCA COLA,COCA COLA ZERO SUGAR 750ML,,30,30,750ML,SUGAR,6516,8.90176E+12,2,Product COCO COLOURS variant COLOUR from brand COCOA.,/home/ubuntu/upload/unzipped_products/Final_Products/COCA COLA ZERO SUGAR 750ML.png
334,COLGATE,COLGATE  BRUSH CRCL SLM SFT,45.4,74,75,,TOOTH BRUSH,6621,8.90131E+12,7,Product COLGATE BRUSH CRCL SLM SFT variant TOOTH BRUSH from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE  BRUSH CRCL SLM SFT.png
335,COLGATE,COLGATE  PASTE NEM SLT 200G,84.75,108,110,200G,TOOTH PASTE,6623,8.90131E+12,7,Product COLGATE PASTE NEM SLT 200G variant TOOTH PASTE unit 200G from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE  PASTE NEM SLT 200G.png
336,COLGATE,COLGATE 0-2YEARS,105.93,145,150,,0-20YEARS,6626,8.90131E+12,7,Product COLGATE 0-2YEARS variant 0-20YEARS from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE 0-2YEARS.png
337,COLGATE,COLGATE 6-9YEARS,103.81,145,150,,6-9YEARS,6628,8.90131E+12,7,Product COLGATE 6-9YEARS variant 6-9YEARS from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE 6-9YEARS.png
338,COLGATE,COLGATE ACTIVE SALT,45.46,57,59,,ACTIVE,6629,8.90131E+12,7,Product COLGATE ACTIVE SALT variant ACTIVE from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE ACTIVE SALT.png
339,COLGATE,COLGATE ACTIVE SALT 200G,90.51,120,120,200G,ACTIVE SALT,6630,8.90131E+12,7,Product COLGATE ACTIVE SALT 200G variant ACTIVE SALT unit 200G from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE ACTIVE SALT 200G.png
340,COLGATE,COLGATE ACTIVE SALT 300G,166.4,215,216,300G,ACTIVE SALT,6636,8.90131E+12,7,Product COLGATE ACTIVE SALT 300G variant ACTIVE SALT unit 300G from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE ACTIVE SALT 300G.png
341,COLGATE,COLGATE ACTIVE SALT 42G,15.41,20,20,42G,ACTIVE SALT,6641,8.90131E+12,7,Product COLGATE ACTIVE SALT 42G variant ACTIVE SALT unit 42G from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE ACTIVE SALT 42G.png
342,COLGATE,COLGATE ACTIVE SALT 500G,171.96,245,248,500G,ACTIVE SALT,6643,8.90131E+12,7,Product COLGATE ACTIVE SALT 500G variant ACTIVE SALT unit 500G from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE ACTIVE SALT 500G.png
343,COLGATE,COLGATE ACTIVE SALT LEMON,81.36,103,106,,ACTIVE SALT,6645,8.90131E+12,7,Product COLGATE ACTIVE SALT LEMON variant ACTIVE SALT from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE ACTIVE SALT LEMON.png
344,COLGATE,COLGATE ACTIVE SALT NEEM100G,70.88,92,92,,ACTIVE SALT,6649,8.90131E+12,77,Product COLGATE ACTIVE SALT NEEM100G variant ACTIVE SALT from brand COLGATE.,/home/ubuntu/upload/unzipped_products/Final_Products/COLGATE ACTIVE SALT NEEM100G.png
345,DABUR,DABUR CHYAWANPRAKASH SUGARFREE,182.63,222,225,,CHYAWANPRAKASH,7572,8.90121E+12,2,Product DABUR CHYAWANPRAKASH SUGARFREE variant CHYAWANPRAKASH from brand DABUR.,/home/ubuntu/upload/unzipped_products/Final_Products/DABUR CHYAWANPRAKASH SUGARFREE.png
346,DABUR,DABUR CHYAWANPRASH 250G,85.71,97,99,250G,CHYAWANPRASH 250G,7573,8.90121E+12,2,Product DABUR CHYAWANPRASH 250G variant CHYAWANPRASH 250G unit 250G from brand DABUR.,/home/ubuntu/upload/unzipped_products/Final_Products/DABUR CHYAWANPRASH 250G.png
347,DABUR,DABUR CHYAWANPRASH 550G,168.83,191,195,550G,CHYAWANPRASH,7575,8.90121E+12,2,Product DABUR CHYAWANPRASH 550G variant CHYAWANPRASH unit 550G from brand DABUR.,/home/ubuntu/upload/unzipped_products/Final_Products/DABUR CHYAWANPRASH 550G.png
348,DABUR,DABUR COCONUT MILK 200ML,67.76,85,85,200ML,COCONUT MILK POWDER,7580,8.90121E+12,2,Product DABUR COCONUT MILK 200ML variant COCONUT MILK POWDER unit 200ML from brand DABUR.,/home/ubuntu/upload/unzipped_products/Final_Products/DABUR COCONUT MILK 200ML.png
349,DABUR,DABUR GLUCOSE 125G,27.98,37,37,128G,GLUCOSE 128G,7585,8.90121E+12,2,Product DABUR GLUCOSE 125G variant GLUCOSE 128G unit 128G from brand DABUR.,/home/ubuntu/upload/unzipped_products/Final_Products/DABUR GLUCOSE 125G.png
350,DABUR,DABUR GLUCOSE 1KG,177.98,250,250,1KG,GLUCOSE 1KG,7588,8.90121E+12,2,Product DABUR GLUCOSE 1KG variant GLUCOSE 1KG unit 1KG from brand DABUR.,/home/ubuntu/upload/unzipped_products/Final_Products/DABUR GLUCOSE 1KG.png
351,DABUR,DABUR GLUCOSE 250G,58.21,79,79,250G,GLUCOSE 250G,7589,8.90121E+12,2,Product DABUR GLUCOSE 250G variant GLUCOSE 250G unit 250G from brand DABUR.,/home/ubuntu/upload/unzipped_products/Final_Products/DABUR GLUCOSE 250G.png
352,DABUR,DABUR GLUCOSE 500G,93.22,118,120,128G,GLUCOSE 128G,7592,8.90121E+12,2,Product DABUR GLUCOSE 500G variant GLUCOSE 128G unit 128G from brand DABUR.,/home/ubuntu/upload/unzipped_products/Final_Products/DABUR GLUCOSE 500G.png
353,DABUR,DABUR GLUCOSE D 125G,26.41,40,40,128G,GLUCOSE 128G,7594,8.90121E+12,2,Product DABUR GLUCOSE D 125G variant GLUCOSE 128G unit 128G from brand DABUR.,/home/ubuntu/upload/unzipped_products/Final_Products/DABUR GLUCOSE D 125G.png
